neuron_id,layer,neuron_idx,kind,sets,freq_corr,freq_slope,direct_logit_std,abs_freq_corr_pctile
L29_N578,29,578,candidate,candidate_neurons_bf16,0.07939048856496811,0.0011424168478697538,0.019952664151787758,68.4
L29_N2646,29,2646,candidate,candidate_neurons_bf16,0.08800609409809113,0.001479524769820273,0.023310642689466476,72.3
L29_N3447,29,3447,candidate,candidate_neurons_bf16,0.058392029255628586,0.0010282333241775632,0.024416470900177956,56.10000000000001
L29_N4718,29,4718,candidate,candidate_neurons_bf16,-0.1289180964231491,-0.001686414354480803,0.01813824102282524,87.5
L29_N5866,29,5866,candidate,candidate_neurons_bf16,0.2293597161769867,0.004024941474199295,0.024332528933882713,98.9
L29_N6625,29,6625,candidate,candidate_neurons_bf16,0.19297140836715698,0.0044059716165065765,0.031658731400966644,96.89999999999999
L29_N8568,29,8568,candidate,candidates_old15,0.13144585490226746,0.0019999637734144926,0.02109696716070175,88.1
L29_N9228,29,9228,candidate,candidates_old15,0.19203200936317444,0.0031266137957572937,0.022575916722416878,96.89999999999999
L29_N10092,29,10092,candidate,candidates_old15,-0.40975454449653625,-0.007680854760110378,0.025991450995206833,99.9
L29_N10191,29,10191,candidate,candidates_old15,0.1551799476146698,0.0024147797375917435,0.021576782688498497,93.7
