neuron_id,layer,neuron,score_last,score_all,abs_all
L19_N6925,19,6925,0.023516610264778137,0.02426338754594326,0.02426338754594326
L17_N6643,17,6643,-0.0021956756245344877,-0.024194177240133286,0.024194177240133286
L15_N1706,15,1706,-0.0016277875984087586,0.02418554574251175,0.02418554574251175
L18_N5610,18,5610,0.0055271354503929615,0.024103917181491852,0.024103917181491852
L17_N7753,17,7753,0.004033312667161226,0.024021508172154427,0.024021508172154427
L16_N12481,16,12481,-0.0009288297733291984,0.024009618908166885,0.024009618908166885
L14_N13329,14,13329,-0.009771306999027729,-0.024006806313991547,0.024006806313991547
L24_N11411,24,11411,0.008480609394609928,0.023888982832431793,0.023888982832431793
L24_N2163,24,2163,-0.03870023414492607,-0.023874107748270035,0.023874107748270035
L23_N9223,23,9223,-0.00024867430329322815,-0.023855097591876984,0.023855097591876984
L13_N9700,13,9700,-0.007389280013740063,-0.023815196007490158,0.023815196007490158
L15_N10673,15,10673,0.0020208568312227726,-0.023772835731506348,0.023772835731506348
L19_N9838,19,9838,0.006601042114198208,0.023696722462773323,0.023696722462773323
L14_N9513,14,9513,-0.003251937683671713,-0.023653775453567505,0.023653775453567505
L16_N2141,16,2141,-0.02074434980750084,-0.023614337667822838,0.023614337667822838
L14_N644,14,644,0.006112927105277777,0.02348106913268566,0.02348106913268566
L19_N12280,19,12280,-0.017532000318169594,-0.023477118462324142,0.023477118462324142
L16_N4974,16,4974,-0.002228163182735443,-0.02347205951809883,0.02347205951809883
L15_N12538,15,12538,0.02384183555841446,0.02342754229903221,0.02342754229903221
L17_N8324,17,8324,0.008240868337452412,0.02335454523563385,0.02335454523563385
L15_N11452,15,11452,-0.00947798602283001,-0.023350762203335762,0.023350762203335762
L20_N9379,20,9379,-0.005875545088201761,-0.023337949067354202,0.023337949067354202
L14_N12373,14,12373,-7.133407052606344e-05,0.023197971284389496,0.023197971284389496
L21_N7029,21,7029,-0.014325698837637901,-0.023180197924375534,0.023180197924375534
L13_N11800,13,11800,-0.0008654723060317338,0.023075994104146957,0.023075994104146957
L18_N2766,18,2766,0.0017777497414499521,0.02307470329105854,0.02307470329105854
L13_N10441,13,10441,0.005749174393713474,-0.023064516484737396,0.023064516484737396
L16_N11651,16,11651,0.0005965983727946877,-0.023046784102916718,0.023046784102916718
L12_N1493,12,1493,0.00034076563315466046,-0.023002412170171738,0.023002412170171738
L18_N1238,18,1238,0.000844464055262506,0.0229822788387537,0.0229822788387537
L16_N6987,16,6987,-0.0044751763343811035,-0.02294095978140831,0.02294095978140831
L24_N11264,24,11264,-0.011418983340263367,-0.022903872653841972,0.022903872653841972
L14_N9944,14,9944,1.3198494343669154e-05,0.02290090173482895,0.02290090173482895
L15_N10229,15,10229,0.00026884241378866136,-0.022865980863571167,0.022865980863571167
L12_N8109,12,8109,0.0024080139119178057,-0.022851433604955673,0.022851433604955673
L14_N3855,14,3855,-0.002124528167769313,-0.0228414423763752,0.0228414423763752
L16_N668,16,668,0.0018480842700228095,0.022835375741124153,0.022835375741124153
L19_N6115,19,6115,0.002603129018098116,0.02283194102346897,0.02283194102346897
L23_N945,23,945,-0.019033560529351234,-0.022821323946118355,0.022821323946118355
L14_N5120,14,5120,-0.0007411841070279479,0.022817494347691536,0.022817494347691536
L15_N9635,15,9635,-0.0015641211066395044,-0.02277107536792755,0.02277107536792755
L20_N9760,20,9760,0.0013210782781243324,-0.02275482937693596,0.02275482937693596
